date,market_id,metric_name,wow_change_pct,direction,rolling_7d_value
2024-12-25,KR,play_points_balance_avg,23.1,increase,2657.2565
2024-12-25,KR,play_points_burn_rate,23.35,increase,117.373
2024-12-25,KR,play_points_earn_rate,22.78,increase,141.5475
2024-12-25,KR,revenue_per_user,23.29,increase,3.8388
2024-12-25,MX,install_to_first_purchase_rate,23.29,increase,0.0398
2024-12-25,MX,loyalty_driven_purchases,23.09,increase,148160.3788
2024-12-25,MX,offer_cost,23.33,increase,174603.7789
2024-12-25,MX,offer_ctr,22.95,increase,0.0376
2024-12-25,MX,offer_driven_revenue,23.49,increase,650049.7318
2024-12-25,MX,offer_funnel_conversion,22.94,increase,0.0047
2024-12-25,MX,offer_impression_count,23.37,increase,846548.8474
2024-12-25,MX,offer_redemption_count,23.48,increase,34911.9048
2024-12-25,MX,offer_redemption_rate,23.11,increase,0.163
2024-12-25,MX,offer_roi,23.09,increase,5.3069
2024-12-25,MX,play_points_balance_avg,23.23,increase,1424.6091
2024-12-25,MX,play_points_burn_rate,23.44,increase,58.6413
2024-12-25,MX,play_points_earn_rate,23.25,increase,82.9982
2024-12-25,MX,revenue_per_user,23.39,increase,1.8009
2024-12-25,NG,dau,10.17,increase,1240726.4805
2024-12-25,NG,install_to_first_purchase_rate,23.5,increase,0.0213
2024-12-25,NG,loyalty_driven_purchases,23.68,increase,38666.8143
2024-12-25,NG,offer_cost,23.12,increase,44932.1332
2024-12-25,NG,offer_ctr,22.69,increase,0.0281
2024-12-25,NG,offer_driven_revenue,23.1,increase,123155.0461
2024-12-25,NG,offer_funnel_conversion,23.15,increase,0.0021
2024-12-25,NG,offer_impression_count,23.5,increase,330983.1379
2024-12-25,NG,offer_redemption_count,23.17,increase,8220.3806
2024-12-25,NG,offer_redemption_rate,23.12,increase,0.0949
2024-12-25,NG,offer_roi,22.69,increase,3.9745
2024-12-25,NG,play_points_balance_avg,23.57,increase,569.8018
2024-12-25,NG,play_points_burn_rate,23.28,increase,24.3986
2024-12-25,NG,play_points_earn_rate,23.34,increase,39.0471
2024-12-25,NG,revenue_per_user,23.32,increase,0.6495
2024-12-25,PH,install_to_first_purchase_rate,23.17,increase,0.0213
2024-12-25,PH,loyalty_driven_purchases,23.64,increase,38670.3605
2024-12-25,PH,offer_cost,22.95,increase,44898.0561
2024-12-25,PH,offer_ctr,22.86,increase,0.0282
2024-12-25,PH,offer_driven_revenue,23.22,increase,123360.968
2024-12-25,PH,offer_funnel_conversion,23.03,increase,0.0021
2024-12-25,PH,offer_impression_count,23.13,increase,331377.7727
2024-12-25,PH,offer_redemption_count,23.3,increase,8214.4924
2024-12-25,PH,offer_redemption_rate,22.85,increase,0.0949
2024-12-25,PH,offer_roi,23.31,increase,3.9836
2024-12-25,PH,play_points_balance_avg,23.48,increase,570.7139
2024-12-25,PH,play_points_burn_rate,23.1,increase,24.3718
2024-12-25,PH,play_points_earn_rate,23.43,increase,39.1032
2024-12-25,PH,revenue_per_user,23.0,increase,0.6483
2024-12-25,RU,install_to_first_purchase_rate,22.94,increase,0.0213
2024-12-25,RU,loyalty_driven_purchases,23.61,increase,38660.9366
2024-12-25,RU,offer_cost,23.27,increase,44980.7011
2024-12-25,RU,offer_ctr,22.94,increase,0.0282
2024-12-25,RU,offer_driven_revenue,23.64,increase,123649.1884
2024-12-25,RU,offer_funnel_conversion,22.93,increase,0.0021
2024-12-25,RU,offer_impression_count,23.48,increase,331079.8087
2024-12-25,RU,offer_redemption_count,23.51,increase,8225.8489
2024-12-25,RU,offer_redemption_rate,22.91,increase,0.0949
2024-12-25,RU,offer_roi,22.97,increase,3.9779
2024-12-25,RU,play_points_balance_avg,23.66,increase,569.8401
2024-12-25,RU,play_points_burn_rate,23.09,increase,24.374
2024-12-25,RU,play_points_earn_rate,23.39,increase,39.0259
2024-12-25,RU,revenue_per_user,23.41,increase,0.6501
2024-12-25,TR,install_to_first_purchase_rate,23.26,increase,0.0398
2024-12-25,TR,loyalty_driven_purchases,23.4,increase,147906.3723
2024-12-25,TR,offer_cost,23.13,increase,174313.8023
2024-12-25,TR,offer_ctr,23.15,increase,0.0376
2024-12-25,TR,offer_driven_revenue,23.0,increase,648435.8955
2024-12-25,TR,offer_funnel_conversion,22.97,increase,0.0047
2024-12-25,TR,offer_impression_count,23.33,increase,846076.4769
2024-12-25,TR,offer_redemption_count,23.17,increase,34976.8952
2024-12-25,TR,offer_redemption_rate,23.18,increase,0.1628
2024-12-25,TR,offer_roi,23.24,increase,5.3059
2024-12-25,TR,play_points_balance_avg,23.22,increase,1424.8907
2024-12-25,TR,play_points_burn_rate,23.18,increase,58.5459
2024-12-25,TR,play_points_earn_rate,23.33,increase,83.0246
2024-12-25,TR,revenue_per_user,23.59,increase,1.8007
2024-12-25,US,install_to_first_purchase_rate,23.08,increase,0.0638
2024-12-25,US,loyalty_driven_purchases,23.31,increase,328880.3801
2024-12-25,US,offer_cost,23.14,increase,452276.5693
2024-12-25,US,offer_ctr,22.99,increase,0.0429
2024-12-25,US,offer_driven_revenue,23.05,increase,2293099.8431
2024-12-25,US,offer_funnel_conversion,22.99,increase,0.008
2024-12-25,US,offer_impression_count,23.06,increase,1540195.1235
2024-12-25,US,offer_redemption_count,22.88,increase,81161.5008
2024-12-25,US,offer_redemption_rate,22.92,increase,0.2439
2024-12-25,US,offer_roi,23.08,increase,7.2591
2024-12-25,US,play_points_balance_avg,22.98,increase,2657.5543
2024-12-25,US,play_points_burn_rate,23.55,increase,117.3924
2024-12-25,US,play_points_earn_rate,23.17,increase,141.5824
2024-12-25,US,revenue_per_user,23.38,increase,3.8458
2024-12-25,VN,install_to_first_purchase_rate,23.01,increase,0.0213
2024-12-25,VN,loyalty_driven_purchases,23.59,increase,38654.1873
2024-12-25,VN,offer_cost,22.87,increase,44883.4159
2024-12-25,VN,offer_ctr,22.88,increase,0.0281
2024-12-25,VN,offer_driven_revenue,23.18,increase,123533.9398
2024-12-25,VN,offer_funnel_conversion,22.86,increase,0.0021
2024-12-25,VN,offer_impression_count,23.28,increase,330832.1213
2024-12-25,VN,offer_redemption_count,23.22,increase,8221.3737
2024-12-25,VN,offer_redemption_rate,22.93,increase,0.0948
2024-12-25,VN,offer_roi,23.15,increase,3.9832
2024-12-25,VN,play_points_balance_avg,23.01,increase,569.2908
2024-12-25,VN,play_points_burn_rate,23.17,increase,24.4013
2024-12-25,VN,play_points_earn_rate,23.77,increase,39.1858
2024-12-25,VN,revenue_per_user,23.44,increase,0.6492
2024-12-25,VN,wau,10.17,increase,3385977.8858
2024-12-26,BR,install_to_first_purchase_rate,20.96,increase,0.0401
2024-12-26,BR,loyalty_driven_purchases,21.2,increase,149154.8181
2024-12-26,BR,offer_cost,20.84,increase,175564.1644
2024-12-26,BR,offer_ctr,20.75,increase,0.0378
2024-12-26,BR,offer_driven_revenue,20.88,increase,654600.9911
2024-12-26,BR,offer_funnel_conversion,20.74,increase,0.0047
2024-12-26,BR,offer_impression_count,21.68,increase,853111.7142
2024-12-26,BR,offer_redemption_count,21.05,increase,35184.985
2024-12-26,BR,offer_redemption_rate,20.81,increase,0.1637
2024-12-26,BR,offer_roi,20.72,increase,5.3438
2024-12-26,BR,play_points_balance_avg,20.7,increase,1431.8433
2024-12-26,BR,play_points_burn_rate,21.08,increase,59.0972
2024-12-26,BR,play_points_earn_rate,20.63,increase,83.4996
2024-12-26,BR,revenue_per_user,21.09,increase,1.8121
2024-12-26,DE,install_to_first_purchase_rate,20.86,increase,0.0644
2024-12-26,DE,loyalty_driven_purchases,20.89,increase,331275.9664
2024-12-26,DE,offer_cost,20.73,increase,455275.5515
2024-12-26,DE,offer_ctr,20.76,increase,0.0433
2024-12-26,DE,offer_driven_revenue,20.83,increase,2309235.9507
2024-12-26,DE,offer_funnel_conversion,20.79,increase,0.008
2024-12-26,DE,offer_impression_count,21.09,increase,1550186.1152
2024-12-26,DE,offer_redemption_count,20.98,increase,81871.7519
2024-12-26,DE,offer_redemption_rate,20.89,increase,0.2456
2024-12-26,DE,offer_roi,20.69,increase,7.3178
2024-12-26,DE,play_points_balance_avg,21.01,increase,2676.1378
2024-12-26,DE,play_points_burn_rate,20.91,increase,118.1832
2024-12-26,DE,play_points_earn_rate,21.62,increase,143.1587
2024-12-26,DE,revenue_per_user,21.07,increase,3.8734
2024-12-26,EG,install_to_first_purchase_rate,20.7,increase,0.0215
2024-12-26,EG,loyalty_driven_purchases,21.03,increase,38917.696
2024-12-26,EG,offer_cost,21.16,increase,45318.8599
2024-12-26,EG,offer_ctr,20.71,increase,0.0284
2024-12-26,EG,offer_driven_revenue,20.42,increase,124231.3367
2024-12-26,EG,offer_funnel_conversion,20.51,increase,0.0021
2024-12-26,EG,offer_impression_count,21.26,increase,333921.9513
2024-12-26,EG,offer_redemption_count,21.28,increase,8283.7949
2024-12-26,EG,offer_redemption_rate,20.56,increase,0.0956
2024-12-26,EG,offer_roi,20.8,increase,4.0093
2024-12-26,EG,play_points_balance_avg,21.23,increase,573.8488
2024-12-26,EG,play_points_burn_rate,21.03,increase,24.5952
2024-12-26,EG,play_points_earn_rate,21.29,increase,39.3237
2024-12-26,EG,revenue_per_user,21.31,increase,0.6544
2024-12-26,GB,install_to_first_purchase_rate,20.82,increase,0.0644
2024-12-26,GB,loyalty_driven_purchases,20.85,increase,330685.7096
2024-12-26,GB,offer_cost,21.0,increase,455727.7153
2024-12-26,GB,offer_ctr,20.16,increase,0.0432
2024-12-26,GB,offer_driven_revenue,20.99,increase,2310072.7404
2024-12-26,GB,offer_funnel_conversion,20.76,increase,0.008
2024-12-26,GB,offer_impression_count,20.6,increase,1547087.7728
2024-12-26,GB,offer_redemption_count,20.7,increase,81778.6595
2024-12-26,GB,offer_redemption_rate,20.68,increase,0.2454
2024-12-26,GB,offer_roi,20.49,increase,7.3065
2024-12-26,GB,play_points_balance_avg,20.8,increase,2676.2706
2024-12-26,GB,play_points_burn_rate,21.09,increase,117.7943
2024-12-26,GB,play_points_earn_rate,21.37,increase,142.9072
2024-12-26,GB,revenue_per_user,20.96,increase,3.8733
2024-12-26,ID,install_to_first_purchase_rate,20.86,increase,0.04
2024-12-26,ID,loyalty_driven_purchases,21.15,increase,148888.257
2024-12-26,ID,offer_cost,20.9,increase,175931.0375
2024-12-26,ID,offer_ctr,20.75,increase,0.0379
2024-12-26,ID,offer_driven_revenue,20.82,increase,653098.4344
2024-12-26,ID,offer_funnel_conversion,20.8,increase,0.0047
2024-12-26,ID,offer_impression_count,21.25,increase,852359.3055
2024-12-26,ID,offer_redemption_count,20.6,increase,35096.5519
2024-12-26,ID,offer_redemption_rate,20.48,increase,0.1635
2024-12-26,ID,offer_roi,20.78,increase,5.3447
2024-12-26,ID,play_points_balance_avg,21.31,increase,1435.8465
2024-12-26,ID,play_points_burn_rate,20.58,increase,58.8721
2024-12-26,ID,play_points_earn_rate,20.89,increase,83.6336
2024-12-26,ID,revenue_per_user,20.72,increase,1.8112
2024-12-26,IN,install_to_first_purchase_rate,20.86,increase,0.04
2024-12-26,IN,loyalty_driven_purchases,21.26,increase,149203.0548
2024-12-26,IN,offer_cost,21.02,increase,175845.5803
2024-12-26,IN,offer_ctr,20.6,increase,0.0378
2024-12-26,IN,offer_driven_revenue,20.96,increase,654950.5822
2024-12-26,IN,offer_funnel_conversion,20.77,increase,0.0047
2024-12-26,IN,offer_impression_count,21.06,increase,853314.0105
2024-12-26,IN,offer_redemption_count,20.94,increase,35239.8645
2024-12-26,IN,offer_redemption_rate,20.81,increase,0.1638
2024-12-26,IN,offer_roi,20.98,increase,5.3457
2024-12-26,IN,play_points_balance_avg,21.01,increase,1436.0625
2024-12-26,IN,play_points_burn_rate,20.7,increase,59.0161
2024-12-26,IN,play_points_earn_rate,21.12,increase,83.6713
2024-12-26,IN,revenue_per_user,21.13,increase,1.8127
2024-12-26,JP,install_to_first_purchase_rate,20.87,increase,0.0644
2024-12-26,JP,loyalty_driven_purchases,20.86,increase,331137.5089
2024-12-26,JP,offer_cost,20.8,increase,455456.9006
2024-12-26,JP,offer_ctr,20.67,increase,0.0432
2024-12-26,JP,offer_driven_revenue,20.84,increase,2311265.0673
2024-12-26,JP,offer_funnel_conversion,20.81,increase,0.008
2024-12-26,JP,offer_impression_count,20.71,increase,1550555.3284
2024-12-26,JP,offer_redemption_count,21.3,increase,81786.6132
2024-12-26,JP,offer_redemption_rate,20.85,increase,0.2459
2024-12-26,JP,offer_roi,20.56,increase,7.321
2024-12-26,JP,play_points_balance_avg,20.89,increase,2673.3294
2024-12-26,JP,play_points_burn_rate,20.61,increase,117.879
2024-12-26,JP,play_points_earn_rate,20.95,increase,142.5342
2024-12-26,JP,revenue_per_user,20.8,increase,3.8648
2024-12-26,KR,install_to_first_purchase_rate,20.94,increase,0.0644
2024-12-26,KR,loyalty_driven_purchases,21.11,increase,331181.9467
2024-12-26,KR,offer_cost,20.63,increase,455436.1419
2024-12-26,KR,offer_ctr,20.68,increase,0.0432
2024-12-26,KR,offer_driven_revenue,21.04,increase,2314200.1512
2024-12-26,KR,offer_funnel_conversion,20.74,increase,0.008
2024-12-26,KR,offer_impression_count,21.6,increase,1555405.6926
2024-12-26,KR,offer_redemption_count,20.56,increase,81690.3308
2024-12-26,KR,offer_redemption_rate,20.67,increase,0.246
2024-12-26,KR,offer_roi,20.58,increase,7.3087
2024-12-26,KR,play_points_balance_avg,20.96,increase,2678.6822
2024-12-26,KR,play_points_burn_rate,20.91,increase,118.1669
2024-12-26,KR,play_points_earn_rate,20.26,increase,142.5506
2024-12-26,KR,revenue_per_user,21.03,increase,3.8669
2024-12-26,MX,install_to_first_purchase_rate,21.11,increase,0.0401
2024-12-26,MX,loyalty_driven_purchases,20.87,increase,149242.0415
2024-12-26,MX,offer_cost,20.98,increase,175894.5956
2024-12-26,MX,offer_ctr,20.76,increase,0.0379
2024-12-26,MX,offer_driven_revenue,21.27,increase,654681.0162
2024-12-26,MX,offer_funnel_conversion,20.64,increase,0.0047
2024-12-26,MX,offer_impression_count,21.34,increase,853837.858
2024-12-26,MX,offer_redemption_count,21.16,increase,35177.5207
2024-12-26,MX,offer_redemption_rate,20.68,increase,0.164
2024-12-26,MX,offer_roi,20.73,increase,5.3441
2024-12-26,MX,play_points_balance_avg,21.01,increase,1435.5501
2024-12-26,MX,play_points_burn_rate,20.91,increase,59.0058
2024-12-26,MX,play_points_earn_rate,20.78,increase,83.5163
2024-12-26,MX,revenue_per_user,20.86,increase,1.8125
2024-12-26,NG,install_to_first_purchase_rate,21.28,increase,0.0215
2024-12-26,NG,loyalty_driven_purchases,21.32,increase,38954.8728
2024-12-26,NG,offer_cost,20.71,increase,45257.3625
2024-12-26,NG,offer_ctr,20.52,increase,0.0283
2024-12-26,NG,offer_driven_revenue,20.99,increase,124204.9503
2024-12-26,NG,offer_funnel_conversion,20.6,increase,0.0021
2024-12-26,NG,offer_impression_count,21.55,increase,333847.0793
2024-12-26,NG,offer_redemption_count,20.57,increase,8269.8543
2024-12-26,NG,offer_redemption_rate,20.64,increase,0.0955
2024-12-26,NG,offer_roi,20.53,increase,4.003
2024-12-26,NG,play_points_balance_avg,21.17,increase,573.9536
2024-12-26,NG,play_points_burn_rate,21.14,increase,24.5827
2024-12-26,NG,play_points_earn_rate,21.06,increase,39.3328
2024-12-26,NG,revenue_per_user,21.26,increase,0.6549
2024-12-26,PH,install_to_first_purchase_rate,20.69,increase,0.0215
2024-12-26,PH,loyalty_driven_purchases,21.34,increase,38957.387
2024-12-26,PH,offer_cost,20.57,increase,45211.0838
2024-12-26,PH,offer_ctr,20.86,increase,0.0284
2024-12-26,PH,offer_driven_revenue,20.83,increase,124312.5112
2024-12-26,PH,offer_funnel_conversion,20.56,increase,0.0021
2024-12-26,PH,offer_impression_count,20.82,increase,333848.0459
2024-12-26,PH,offer_redemption_count,21.24,increase,8284.3829
2024-12-26,PH,offer_redemption_rate,20.72,increase,0.0956
2024-12-26,PH,offer_roi,21.02,increase,4.0124
2024-12-26,PH,play_points_balance_avg,21.12,increase,574.6692
2024-12-26,PH,play_points_burn_rate,21.01,increase,24.5694
2024-12-26,PH,play_points_earn_rate,21.16,increase,39.3932
2024-12-26,PH,revenue_per_user,20.7,increase,0.6529
2024-12-26,RU,install_to_first_purchase_rate,20.67,increase,0.0214
2024-12-26,RU,loyalty_driven_purchases,21.46,increase,38953.1544
2024-12-26,RU,offer_cost,20.87,increase,45308.8029
2024-12-26,RU,offer_ctr,20.72,increase,0.0284
2024-12-26,RU,offer_driven_revenue,21.49,increase,124591.5286
2024-12-26,RU,offer_funnel_conversion,20.66,increase,0.0021
2024-12-26,RU,offer_impression_count,21.25,increase,333816.0134
2024-12-26,RU,offer_redemption_count,21.08,increase,8278.3391
2024-12-26,RU,offer_redemption_rate,20.82,increase,0.0956
2024-12-26,RU,offer_roi,20.63,increase,4.0063
2024-12-26,RU,play_points_balance_avg,21.45,increase,574.2335
2024-12-26,RU,play_points_burn_rate,20.88,increase,24.5652
2024-12-26,RU,play_points_earn_rate,21.1,increase,39.3459
2024-12-26,RU,revenue_per_user,21.05,increase,0.6552
2024-12-26,TR,install_to_first_purchase_rate,20.92,increase,0.04
2024-12-26,TR,loyalty_driven_purchases,21.11,increase,148983.9017
2024-12-26,TR,offer_cost,20.77,increase,175664.2385
2024-12-26,TR,offer_ctr,20.79,increase,0.0378
2024-12-26,TR,offer_driven_revenue,20.71,increase,653032.976
2024-12-26,TR,offer_funnel_conversion,20.59,increase,0.0047
2024-12-26,TR,offer_impression_count,21.07,increase,852363.6316
2024-12-26,TR,offer_redemption_count,20.81,increase,35212.7596
2024-12-26,TR,offer_redemption_rate,20.9,increase,0.1639
2024-12-26,TR,offer_roi,20.88,increase,5.3397
2024-12-26,TR,play_points_balance_avg,20.97,increase,1434.7857
2024-12-26,TR,play_points_burn_rate,21.01,increase,58.9924
2024-12-26,TR,play_points_earn_rate,20.94,increase,83.6252
2024-12-26,TR,revenue_per_user,21.31,increase,1.814
2024-12-26,US,install_to_first_purchase_rate,20.87,increase,0.0643
2024-12-26,US,loyalty_driven_purchases,20.98,increase,331087.0627
2024-12-26,US,offer_cost,20.84,increase,455535.878
2024-12-26,US,offer_ctr,20.68,increase,0.0432
2024-12-26,US,offer_driven_revenue,20.9,increase,2311363.4523
2024-12-26,US,offer_funnel_conversion,20.63,increase,0.008
2024-12-26,US,offer_impression_count,20.61,increase,1550337.5444
2024-12-26,US,offer_redemption_count,20.62,increase,81750.5506
2024-12-26,US,offer_redemption_rate,20.78,increase,0.2457
2024-12-26,US,offer_roi,20.77,increase,7.3096
2024-12-26,US,play_points_balance_avg,20.77,increase,2675.4148
2024-12-26,US,play_points_burn_rate,21.32,increase,118.2743
2024-12-26,US,play_points_earn_rate,20.79,increase,142.633
2024-12-26,US,revenue_per_user,21.05,increase,3.8714
2024-12-26,VN,install_to_first_purchase_rate,20.6,increase,0.0214
2024-12-26,VN,loyalty_driven_purchases,21.25,increase,38965.1339
2024-12-26,VN,offer_cost,20.51,increase,45225.6217
2024-12-26,VN,offer_ctr,20.72,increase,0.0284
2024-12-26,VN,offer_driven_revenue,21.01,increase,124561.0425
2024-12-26,VN,offer_funnel_conversion,20.47,increase,0.0021
2024-12-26,VN,offer_impression_count,21.22,increase,333432.1702
2024-12-26,VN,offer_redemption_count,20.99,increase,8279.9667
2024-12-26,VN,offer_redemption_rate,20.83,increase,0.0955
2024-12-26,VN,offer_roi,20.83,increase,4.0105
2024-12-26,VN,play_points_balance_avg,20.87,increase,573.7822
2024-12-26,VN,play_points_burn_rate,20.93,increase,24.6084
2024-12-26,VN,play_points_earn_rate,21.57,increase,39.5127
2024-12-26,VN,revenue_per_user,21.42,increase,0.6544
2024-12-27,BR,install_to_first_purchase_rate,16.66,increase,0.04
2024-12-27,BR,loyalty_driven_purchases,16.86,increase,148939.19
2024-12-27,BR,offer_cost,16.73,increase,175272.6507
2024-12-27,BR,offer_ctr,16.6,increase,0.0378
2024-12-27,BR,offer_driven_revenue,16.8,increase,653512.6975
2024-12-27,BR,offer_funnel_conversion,16.51,increase,0.0047
2024-12-27,BR,offer_impression_count,17.28,increase,851580.8881
2024-12-27,BR,offer_redemption_count,16.72,increase,35134.262
2024-12-27,BR,offer_redemption_rate,16.59,increase,0.1633
2024-12-27,BR,offer_roi,16.63,increase,5.3359
2024-12-27,BR,play_points_balance_avg,16.48,increase,1428.6796
2024-12-27,BR,play_points_burn_rate,16.98,increase,59.0066
2024-12-27,BR,play_points_earn_rate,16.69,increase,83.4054
2024-12-27,BR,revenue_per_user,16.73,increase,1.8082
2024-12-27,DE,install_to_first_purchase_rate,16.7,increase,0.0643
2024-12-27,DE,loyalty_driven_purchases,16.83,increase,330889.6517
2024-12-27,DE,offer_cost,16.51,increase,454331.187
2024-12-27,DE,offer_ctr,16.55,increase,0.0432
2024-12-27,DE,offer_driven_revenue,16.67,increase,2306345.314
2024-12-27,DE,offer_funnel_conversion,16.7,increase,0.008
2024-12-27,DE,offer_impression_count,17.1,increase,1548150.8503
2024-12-27,DE,offer_redemption_count,16.83,increase,81738.1984
2024-12-27,DE,offer_redemption_rate,16.72,increase,0.2451
2024-12-27,DE,offer_roi,16.36,increase,7.2979
2024-12-27,DE,play_points_balance_avg,16.87,increase,2672.3798
2024-12-27,DE,play_points_burn_rate,16.86,increase,118.1131
2024-12-27,DE,play_points_earn_rate,17.4,increase,142.926
2024-12-27,DE,revenue_per_user,16.66,increase,3.8634
2024-12-27,EG,install_to_first_purchase_rate,16.53,increase,0.0214
2024-12-27,EG,loyalty_driven_purchases,16.81,increase,38871.8716
2024-12-27,EG,offer_cost,17.09,increase,45300.1402
2024-12-27,EG,offer_ctr,16.6,increase,0.0283
2024-12-27,EG,offer_driven_revenue,16.42,increase,124111.4107
2024-12-27,EG,offer_funnel_conversion,16.28,increase,0.0021
2024-12-27,EG,offer_impression_count,16.97,increase,333410.5163
2024-12-27,EG,offer_redemption_count,16.99,increase,8265.5757
2024-12-27,EG,offer_redemption_rate,16.51,increase,0.0954
2024-12-27,EG,offer_roi,16.73,increase,4.0048
2024-12-27,EG,play_points_balance_avg,16.94,increase,572.4484
2024-12-27,EG,play_points_burn_rate,16.89,increase,24.5695
2024-12-27,EG,play_points_earn_rate,16.89,increase,39.2642
2024-12-27,EG,revenue_per_user,17.15,increase,0.6537
2024-12-27,GB,install_to_first_purchase_rate,16.63,increase,0.0643
2024-12-27,GB,loyalty_driven_purchases,16.69,increase,330094.2346
2024-12-27,GB,offer_cost,16.86,increase,455247.6867
2024-12-27,GB,offer_ctr,16.19,increase,0.0431
2024-12-27,GB,offer_driven_revenue,16.82,increase,2305224.501
2024-12-27,GB,offer_funnel_conversion,16.58,increase,0.008
2024-12-27,GB,offer_impression_count,16.82,increase,1546980.6801
2024-12-27,GB,offer_redemption_count,16.68,increase,81666.6528
2024-12-27,GB,offer_redemption_rate,16.6,increase,0.245
2024-12-27,GB,offer_roi,16.46,increase,7.299
2024-12-27,GB,play_points_balance_avg,16.91,increase,2676.7193
2024-12-27,GB,play_points_burn_rate,17.09,increase,117.6574
2024-12-27,GB,play_points_earn_rate,17.07,increase,142.7569
2024-12-27,GB,revenue_per_user,16.8,increase,3.8662
2024-12-27,ID,install_to_first_purchase_rate,16.7,increase,0.04
2024-12-27,ID,loyalty_driven_purchases,16.79,increase,148649.2302
2024-12-27,ID,offer_cost,16.73,increase,175675.315
2024-12-27,ID,offer_ctr,16.57,increase,0.0378
2024-12-27,ID,offer_driven_revenue,16.61,increase,652083.9069
2024-12-27,ID,offer_funnel_conversion,16.84,increase,0.0047
2024-12-27,ID,offer_impression_count,16.92,increase,850713.7809
2024-12-27,ID,offer_redemption_count,16.6,increase,35070.9998
2024-12-27,ID,offer_redemption_rate,16.38,increase,0.1632
2024-12-27,ID,offer_roi,16.73,increase,5.3384
2024-12-27,ID,play_points_balance_avg,17.0,increase,1432.4332
2024-12-27,ID,play_points_burn_rate,16.52,increase,58.8043
2024-12-27,ID,play_points_earn_rate,16.61,increase,83.4783
2024-12-27,ID,revenue_per_user,16.63,increase,1.8106
2024-12-27,IN,install_to_first_purchase_rate,16.88,increase,0.0399
2024-12-27,IN,loyalty_driven_purchases,17.0,increase,148959.9753
2024-12-27,IN,offer_cost,17.16,increase,175871.8249
2024-12-27,IN,offer_ctr,16.51,increase,0.0378
2024-12-27,IN,offer_driven_revenue,16.9,increase,654356.2975
2024-12-27,IN,offer_funnel_conversion,16.64,increase,0.0047
2024-12-27,IN,offer_impression_count,16.89,increase,851750.377
2024-12-27,IN,offer_redemption_count,16.74,increase,35166.8093
2024-12-27,IN,offer_redemption_rate,16.67,increase,0.1635
2024-12-27,IN,offer_roi,16.75,increase,5.3379
2024-12-27,IN,play_points_balance_avg,16.63,increase,1432.817
2024-12-27,IN,play_points_burn_rate,16.52,increase,58.9203
2024-12-27,IN,play_points_earn_rate,16.97,increase,83.5941
2024-12-27,IN,revenue_per_user,17.01,increase,1.8111
2024-12-27,JP,install_to_first_purchase_rate,16.84,increase,0.0643
2024-12-27,JP,loyalty_driven_purchases,16.81,increase,330651.7072
2024-12-27,JP,offer_cost,16.67,increase,455004.8619
2024-12-27,JP,offer_ctr,16.6,increase,0.0432
2024-12-27,JP,offer_driven_revenue,16.82,increase,2309107.5283
2024-12-27,JP,offer_funnel_conversion,16.67,increase,0.008
2024-12-27,JP,offer_impression_count,16.6,increase,1547460.4548
2024-12-27,JP,offer_redemption_count,16.94,increase,81576.2786
2024-12-27,JP,offer_redemption_rate,16.79,increase,0.2455
2024-12-27,JP,offer_roi,16.5,increase,7.3104
2024-12-27,JP,play_points_balance_avg,16.96,increase,2671.8365
2024-12-27,JP,play_points_burn_rate,16.35,increase,117.7056
2024-12-27,JP,play_points_earn_rate,16.73,increase,142.2944
2024-12-27,JP,revenue_per_user,16.6,increase,3.8563
2024-12-27,KR,install_to_first_purchase_rate,16.74,increase,0.0643
2024-12-27,KR,loyalty_driven_purchases,16.71,increase,330583.3383
2024-12-27,KR,offer_cost,16.79,increase,455170.7291
2024-12-27,KR,offer_ctr,16.45,increase,0.0431
2024-12-27,KR,offer_driven_revenue,16.71,increase,2310314.9559
2024-12-27,KR,offer_funnel_conversion,16.5,increase,0.008
2024-12-27,KR,offer_impression_count,17.58,increase,1553510.5129
2024-12-27,KR,offer_redemption_count,16.65,increase,81598.8641
2024-12-27,KR,offer_redemption_rate,16.44,increase,0.2456
2024-12-27,KR,offer_roi,16.39,increase,7.2967
2024-12-27,KR,play_points_balance_avg,16.72,increase,2674.5084
2024-12-27,KR,play_points_burn_rate,17.0,increase,118.1454
2024-12-27,KR,play_points_earn_rate,16.11,increase,142.2392
2024-12-27,KR,revenue_per_user,16.81,increase,3.8603
2024-12-27,MX,install_to_first_purchase_rate,16.9,increase,0.04
2024-12-27,MX,loyalty_driven_purchases,16.84,increase,149075.2453
2024-12-27,MX,offer_cost,16.49,increase,175331.2265
2024-12-27,MX,offer_ctr,16.46,increase,0.0378
2024-12-27,MX,offer_driven_revenue,16.98,increase,653366.4741
2024-12-27,MX,offer_funnel_conversion,16.49,increase,0.0047
2024-12-27,MX,offer_impression_count,16.92,increase,851521.0394
2024-12-27,MX,offer_redemption_count,17.02,increase,35147.7302
2024-12-27,MX,offer_redemption_rate,16.44,increase,0.1637
2024-12-27,MX,offer_roi,16.63,increase,5.337
2024-12-27,MX,play_points_balance_avg,16.71,increase,1432.8227
2024-12-27,MX,play_points_burn_rate,16.63,increase,58.8872
2024-12-27,MX,play_points_earn_rate,16.57,increase,83.3867
2024-12-27,MX,revenue_per_user,16.57,increase,1.8085
2024-12-27,NG,install_to_first_purchase_rate,16.97,increase,0.0214
2024-12-27,NG,loyalty_driven_purchases,17.2,increase,38916.0154
